row_id,area__rucc,area__urban_influence,econ__economic_typology,econ__pct_civilian_labor,econ__pct_unemployment,econ__pct_uninsured_adults,econ__pct_uninsured_children,demo__pct_female,demo__pct_below_18_years_of_age,demo__pct_aged_65_years_and_older,demo__pct_hispanic,demo__pct_non_hispanic_african_american,demo__pct_non_hispanic_white,demo__pct_american_indian_or_alaskan_native,demo__pct_asian,demo__pct_adults_less_than_a_high_school_diploma,demo__pct_adults_with_high_school_diploma,demo__pct_adults_with_some_college,demo__pct_adults_bachelors_or_higher,demo__birth_rate_per_1k,demo__death_rate_per_1k,health__pct_adult_obesity,health__pct_adult_smoking,health__pct_diabetes,health__pct_low_birthweight,health__pct_excessive_drinking,health__pct_physical_inacticity,health__air_pollution_particulate_matter,health__homicides_per_100k,health__motor_vehicle_crash_deaths_per_100k,health__pop_per_dentist,health__pop_per_primary_care_physician,yr
3492,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Federal/State government-dependent,0.518,0.04,0.122,0.032,0.498,0.197,0.12,0.04,0.124,0.715,0.008,0.085,0.054347826,0.158102767,0.255928854,0.531620553,11,6,0.226,0.112,0.082,0.081,0.154,0.179,13,1.67,6.21,700,620,b
3493,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Mining-dependent,0.377,0.069,0.277,0.201,0.372,0.193,0.125,0.229,0.042,0.679,0.037,0.003,0.218905473,0.353233831,0.308457711,0.119402985,9,6,0.308,0.261,0.089,0.054,0.216,0.209,14,,,3429,,a
3495,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.427,0.056,0.219,0.072,0.476,0.205,0.158,0.02,0.054,0.911,0.01,0.004,0.234359484,0.43694141,0.218470705,0.110228401,12,11,0.349,0.38,0.129,0.087,,0.373,14,,22.79,8080,4829,a
3496,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.497,0.068,0.123,0.044,0.505,0.196,0.19,0.018,0.068,0.892,0,0.006,0.086086086,0.392392392,0.298298298,0.223223223,10,12,0.312,0.186,0.115,0.069,0.136,0.283,14,3.9,12.02,2019,2570,a
3498,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.423,0.066,0.208,0.053,0.513,0.197,0.195,0.013,0.012,0.957,0,0.003,0.184104628,0.400402414,0.252515091,0.162977867,9,12,0.29,0.317,0.144,0.103,0.064,0.314,13,1.3,17.86,3369,2859,a
3500,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.537,0.063,0.114,0.031,0.512,0.248,0.146,0.009,0.002,0.968,0.009,0.003,0.052052052,0.341341341,0.332332332,0.274274274,9,8,0.285,,0.094,0.063,0.274,0.261,12,,17.89,1529,3019,b
3501,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Manufacturing-dependent,0.414,0.077,0.253,0.085,0.515,0.249,0.132,0.055,0.208,0.697,0.006,0.019,0.130522088,0.313253012,0.361445783,0.194779116,12,9,0.33,0.262,0.13,0.098,0.133,0.285,13,8.65,22.75,2949,1790,b
3506,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.499,0.041,0.189,0.075,0.496,0.256,0.117,0.078,0.004,0.86,0.012,0.017,0.056603774,0.2224429,0.356504469,0.364448858,12,7,0.239,0.152,0.075,0.067,0.15,0.154,9,1,7.41,1249,1189,a
3509,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a small metro area,Federal/State government-dependent,0.414,0.047,0.3,0.122,0.498,0.251,0.163,0.27,0.074,0.624,0.008,0.007,0.2027833,0.30417495,0.325049702,0.167992048,11,13,0.297,,0.112,0.082,,0.279,10,,20.85,4619,1669,b
3510,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Federal/State government-dependent,0.518,0.048,0.124,0.05,0.505,0.191,0.123,0.041,0.123,0.717,0.007,0.087,0.049246231,0.150753769,0.265326633,0.534673367,10,6,0.233,0.118,0.072,0.078,0.146,0.176,13,1.2,7.36,659,589,a
3511,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Farm-dependent,0.57,0.05,0.128,0.081,0.511,0.223,0.192,0.052,0.006,0.899,0.017,0.011,0.103482587,0.354228856,0.387064677,0.155223881,15,12,0.305,0.244,0.11,0.058,0.297,0.311,13,,18.48,2409,1209,a
3514,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Nonspecialized,0.259,0.099,0.224,0.067,0.512,0.221,0.157,0.016,0.006,0.983,0.007,0,0.319526627,0.353057199,0.168639053,0.15877712,12,10,0.331,0.405,0.143,0.113,,0.323,13,,30.08,,,a
3515,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Federal/State government-dependent,0.672,0.053,0.219,0.19,0.462,0.272,0.098,0.185,0.004,0.798,0.027,0.01,0.205438066,0.514602216,0.268882175,0.011077543,10,10,0.298,,0.112,,,0.258,11,,,,,a
3518,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Federal/State government-dependent,0.483,0.074,0.197,0.072,0.522,0.235,0.105,0.306,0.027,0.494,0.016,0.137,0.147557328,0.195413759,0.277168495,0.379860419,12,6,0.23,0.082,0.076,0.037,0.189,0.149,8,0.63,10.2,2079,870,b
3520,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.472,0.078,0.232,0.065,0.514,0.244,0.12,0.21,0.395,0.338,0.002,0.04,0.155466399,0.287863591,0.227683049,0.328986961,13,7,0.259,0.151,0.102,0.114,0.148,0.283,11,16.58,6.08,1169,1170,b
3521,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Nonspecialized,0.42,0.055,0.254,0.054,0.51,0.237,0.181,0.029,0.01,0.925,0.017,0.008,0.184418146,0.402366864,0.293885602,0.119329389,12,14,0.351,0.283,0.124,0.074,,0.317,11,,18.9,6009,3000,a
3527,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Mining-dependent,0.484,0.044,0.292,0.098,0.506,0.245,0.113,0.151,0.144,0.59,0.048,0.027,0.133531157,0.253214639,0.303659743,0.309594461,16,9,0.307,0.233,0.111,0.097,0.151,0.297,10,9.1,11.61,1089,1179,b
3532,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.468,0.046,0.188,0.086,0.506,0.258,0.104,0.061,0.165,0.709,0,0.042,0.088293651,0.23015873,0.330357143,0.351190476,12,6,0.252,0.159,0.085,0.082,0.159,0.244,13,2.5,10.55,1879,860,a
3535,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.485,0.054,0.229,0.088,0.525,0.237,0.133,0.121,0.253,0.587,0.007,0.029,0.129482072,0.252988048,0.28685259,0.330677291,12,9,0.257,0.202,0.099,0.101,0.12,0.217,13,5.44,10.02,1720,989,b
3537,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.511,0.043,0.186,0.067,0.516,0.217,0.152,0.029,0.09,0.853,0.007,0.018,0.100697906,0.344965105,0.319042871,0.235294118,12,10,0.33,0.253,0.132,0.092,0.151,0.268,14,4,9.58,1550,1029,a
3540,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.512,0.044,0.114,0.041,0.515,0.198,0.188,0.01,0.031,0.936,0,0.002,0.079637097,0.389112903,0.245967742,0.285282258,9,12,0.265,0.196,0.112,0.065,0.164,0.232,14,1.5,11.57,1730,1450,a
3544,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Manufacturing-dependent,0.523,0.054,0.147,0.081,0.51,0.246,0.164,0.013,0.009,0.964,0.012,0.01,0.086739781,0.275174477,0.269192423,0.36889332,10,8,0.271,0.175,0.098,0.056,0.197,0.253,14,,9.62,2300,1499,b
3545,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Nonspecialized,0.662,0.03,0.16,0.059,0.493,0.228,0.199,0.028,0.012,0.944,0.008,0.004,0.07761194,0.450746269,0.303482587,0.168159204,13,11,0.346,0.239,0.105,0.05,0.229,0.334,12,,,1819,1029,a
3546,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Recreation,0.35,0.073,0.27,0.113,0.514,0.147,0.315,0.027,0.004,0.957,0.004,0.003,0.118525896,0.34561753,0.314741036,0.221115538,7,13,0.27,,0.13,0.073,,0.253,13,,15.02,2690,1160,a
3548,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.463,0.063,0.178,0.074,0.499,0.247,0.103,0.158,0.072,0.707,0.008,0.022,0.060362173,0.212273642,0.371227364,0.356136821,14,6,0.214,0.178,0.07,0.099,0.155,0.17,13,3.2,8.88,1069,1750,b
3550,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Manufacturing-dependent,0.53,0.028,0.173,0.079,0.502,0.254,0.154,0.152,0,0.819,0.001,0,0.124758221,0.308510638,0.366537718,0.200193424,15,8,0.285,0.144,0.07,0.047,0.225,0.24,11,,17.44,2319,1920,a
3551,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.851,0.034,0.182,0.108,0.518,0.249,0.164,0.131,0.001,0.847,0.013,0,0.199191102,0.401415571,0.184024267,0.21536906,4,7,0.272,,0.107,,,0.297,10,,,,,b
3554,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Federal/State government-dependent,0.359,0.075,0.311,0.08,0.509,0.417,0.078,0.02,0,0.156,0.828,0,0.185443669,0.430707876,0.286141575,0.097706879,27,7,0.418,0.425,0.184,0.071,0.267,0.386,11,,,669,1979,b
3555,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Manufacturing-dependent,0.523,0.047,0.179,0.067,0.504,0.257,0.114,0.16,0.021,0.686,0.007,0.098,0.088,0.191,0.319,0.402,13,6,0.259,0.113,0.081,0.06,0.136,0.143,10,0.7,5.86,1179,1120,a
3556,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.503,0.06,0.169,0.061,0.513,0.223,0.171,0.022,0.08,0.88,0.001,0.006,0.10139165,0.37972167,0.301192843,0.217693837,12,10,0.313,0.214,0.111,0.086,0.148,0.271,14,2.53,9.83,1819,1279,b
3558,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.482,0.05,0.203,0.056,0.518,0.212,0.153,0.058,0.194,0.722,0.005,0.03,0.126903553,0.282233503,0.307614213,0.283248731,12,10,0.288,0.188,0.128,0.115,0.108,0.292,13,6.2,13.09,1440,939,a
3559,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Manufacturing-dependent,0.466,0.051,0.311,0.113,0.5,0.272,0.122,0.268,0.073,0.628,0.012,0.012,0.219858156,0.281661601,0.273556231,0.224924012,13,7,0.281,0.166,0.122,0.083,0.159,0.243,13,3.1,14.35,2289,1659,b
3560,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.393,0.092,0.226,0.078,0.5,0.22,0.189,0.028,0.005,0.878,0.058,0.002,0.104417671,0.334337349,0.389558233,0.171686747,11,10,0.273,0.225,0.09,0.058,0.186,0.236,12,4.02,18.76,2189,1609,b
3563,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Noncore adjacent to a large metro area,Mining-dependent,0.517,0.034,0.307,0.112,0.41,0.242,0.118,0.776,0.027,0.156,0.012,0.024,0.338983051,0.348953141,0.226321037,0.085742772,14,8,0.305,,0.084,0.101,,0.256,8,,14.02,6020,4420,a
3564,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Recreation,0.495,0.057,0.137,0.036,0.508,0.194,0.189,0.023,0.011,0.942,0.008,0.004,0.087475149,0.34194831,0.284294235,0.286282306,9,10,0.267,0.243,0.112,0.075,0.222,0.196,11,,8.91,1100,920,a
3565,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.512,0.059,0.236,0.09,0.517,0.231,0.113,0.08,0.292,0.544,0.009,0.047,0.109989909,0.279515641,0.326942482,0.283551968,14,9,0.281,0.204,0.111,0.09,0.158,0.244,12,12,13.31,1430,1180,a
3566,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Nonspecialized,0.351,0.087,0.289,0.068,0.495,0.216,0.248,0.019,0.01,0.949,0.01,0.003,0.166832175,0.460774578,0.273088381,0.099304866,9,15,0.31,0.307,0.114,0.085,0.067,0.31,12,,36.91,4310,2169,b
3567,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Manufacturing-dependent,0.441,0.071,0.253,0.068,0.503,0.215,0.181,0.059,0.064,0.828,0.014,0.039,0.202661208,0.305015353,0.326509724,0.165813715,10,11,0.281,0.242,0.118,0.082,0.077,0.29,13,5.7,18.36,2530,1709,b
3571,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Nonspecialized,0.467,0.043,0.291,0.159,0.521,0.211,0.245,0.131,0.022,0.84,0.007,0.002,0.121272366,0.31610338,0.301192843,0.261431412,10,11,0.276,,0.118,0.099,,0.276,10,,36.31,3679,930,b
3572,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Recreation,0.444,0.066,0.243,0.085,0.497,0.228,0.167,0.072,0.177,0.737,0.017,0.006,0.138415246,0.312938816,0.332998997,0.215646941,11,9,0.296,0.276,0.115,0.069,0.18,0.27,12,2.82,24.83,3249,3139,b
3573,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a large metro area,Nonspecialized,0.418,0.062,0.221,0.064,0.527,0.258,0.184,0.019,0.023,0.948,0.006,0.012,0.200783546,0.424094025,0.247796278,0.127326151,13,12,0.307,0.28,0.125,0.098,,0.318,14,5,26.49,3489,2470,a
3576,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Nonspecialized,0.356,0.057,0.334,0.149,0.427,0.235,0.14,0.54,0.061,0.389,0.01,0.005,0.285573123,0.362648221,0.243083004,0.108695652,13,11,0.292,,0.109,0.117,,0.285,9,,19.54,5279,2750,b
3578,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Manufacturing-dependent,0.636,0.035,0.1,0.033,0.505,0.232,0.174,0.018,0,0.947,0,0.004,0.067484663,0.395705521,0.325153374,0.211656442,11,10,0.32,0.116,0.094,0.057,0.178,0.255,11,,11.37,3259,1610,a
3580,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Manufacturing-dependent,0.447,0.086,0.202,0.039,0.517,0.25,0.159,0.025,0.141,0.813,0.007,0,0.155555556,0.402020202,0.248484848,0.193939394,12,12,0.338,0.34,0.121,0.107,0.093,0.404,14,5.38,19.66,2040,1659,b
3582,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Nonspecialized,0.457,0.061,0.23,0.091,0.512,0.259,0.179,0.026,0,0.937,0.011,0.002,0.132930514,0.389728097,0.30715005,0.170191339,12,13,0.31,,0.118,0.077,,0.283,9,,31.42,12419,2459,b
3584,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Manufacturing-dependent,0.484,0.059,0.205,0.057,0.508,0.258,0.103,0.051,0.255,0.653,0.003,0.004,0.124509804,0.362745098,0.307843137,0.204901961,12,8,0.34,0.194,0.096,0.097,0.177,0.333,12,6.6,14.93,3280,3510,a
3587,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Mining-dependent,0.447,0.064,0.153,0.039,0.533,0.225,0.144,0.023,0.064,0.874,0.006,0.021,0.182539683,0.199404762,0.420634921,0.197420635,6,6,0.3,,0.088,0.094,,0.244,13,,,999,289,a
3589,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Federal/State government-dependent,0.479,0.047,0.18,0.065,0.484,0.218,0.139,0.022,0.044,0.906,0.003,0.008,0.144,0.386,0.269,0.201,11,8,0.334,0.307,0.108,0.104,0.177,0.299,10,5.3,19.16,4920,2600,a
3591,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Farm-dependent,0.456,0.065,0.288,0.135,0.495,0.227,0.164,0.034,0.179,0.765,0.002,0.007,0.211940299,0.35721393,0.257711443,0.173134328,12,10,0.283,0.248,0.116,0.088,,0.268,13,,22.99,14790,7339,b
3596,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Recreation,0.53,0.068,0.163,0.057,0.506,0.205,0.182,0.007,0.009,0.971,0.004,0.001,0.119477912,0.419678715,0.273092369,0.187751004,10,10,0.315,0.199,0.116,0.064,0.167,0.297,13,,20.33,2760,1999,b
3597,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Federal/State government-dependent,0.505,0.046,0.232,0.047,0.524,0.187,0.123,0.068,0.489,0.401,0,0.018,0.164634146,0.233739837,0.245934959,0.355691057,13,9,0.296,0.182,0.101,0.12,0.169,0.223,12,19.6,9.25,810,989,a
3600,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Recreation,0.436,0.076,0.32,0.095,0.519,0.197,0.191,0.054,0.135,0.764,0.005,0.015,0.119358074,0.32998997,0.325977934,0.224674022,10,11,0.272,0.246,0.109,0.107,0.164,0.222,12,6.9,19.17,2490,1619,a
3604,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Manufacturing-dependent,0.432,0.079,0.269,0.069,0.508,0.238,0.163,0.153,0.039,0.794,0.015,0,0.249246231,0.381909548,0.257286432,0.111557789,13,13,0.346,0.237,0.143,0.083,,0.368,12,,28.73,4569,1990,b
3605,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents",Farm-dependent,0.564,0.024,0.17,0.082,0.512,0.23,0.205,0.034,0.003,0.944,0.008,0,0.084158416,0.346534653,0.363366337,0.205940594,13,12,0.309,0.13,0.091,0.063,0.166,0.323,12,,24.59,940,940,a
3606,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Manufacturing-dependent,0.432,0.077,0.207,0.08,0.506,0.221,0.185,0.02,0.007,0.973,0.002,0.003,0.146825397,0.491071429,0.256944444,0.10515873,10,14,0.333,0.291,0.115,0.093,0.149,0.303,14,,19.72,4219,1789,b
3609,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Nonspecialized,0.504,0.058,0.276,0.109,0.508,0.249,0.152,0.063,0,0.719,0.209,0.006,0.080321285,0.317269076,0.389558233,0.212851406,15,10,0.25,0.224,0.083,0.084,0.158,0.239,11,9.72,43.49,1609,1260,b
3611,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Nonspecialized,0.377,0.073,0.247,0.079,0.523,0.246,0.16,0.029,0.366,0.575,0.005,0.006,0.182270916,0.334661355,0.293824701,0.189243028,12,11,0.312,0.213,0.145,0.098,0.137,0.269,12,5,15.4,2489,1140,a
3614,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Mining-dependent,0.417,0.046,0.3,0.137,0.5,0.281,0.144,0.625,0.007,0.354,0.003,0.002,0.246031746,0.360119048,0.256944444,0.136904762,15,8,0.291,0.382,0.106,0.092,,0.269,8,4.7,16.94,2769,4219,a
3615,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.507,0.054,0.256,0.099,0.517,0.275,0.082,0.207,0.249,0.41,0.011,0.108,0.125992063,0.239087302,0.288690476,0.346230159,13,5,0.273,0.14,0.068,0.09,0.159,0.195,13,3.7,9.92,1749,1709,a
3616,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Nonspecialized,0.443,0.057,0.234,0.075,0.511,0.218,0.156,0.024,0.024,0.942,0.005,0,0.201189296,0.39147671,0.258671952,0.148662042,10,11,0.38,0.254,0.125,0.109,,0.339,13,,16.32,3400,3370,b
3619,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Farm-dependent,0.469,0.047,0.129,0.038,0.499,0.236,0.193,0.051,0.001,0.907,0.009,0.019,0.09227683,0.330992979,0.38114343,0.19558676,12,11,0.288,0.227,0.097,0.082,0.147,0.254,11,,16.32,2180,1530,a
3623,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.508,0.059,0.181,0.038,0.518,0.253,0.116,0.145,0.267,0.536,0.01,0.039,0.133266533,0.284569138,0.289579158,0.29258517,15,9,0.317,0.213,0.101,0.09,0.219,0.249,12,11.32,7.14,1520,1330,b
3626,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a large metro area,Manufacturing-dependent,0.47,0.061,0.186,0.071,0.508,0.25,0.149,0.056,0.002,0.915,0,0,0.121730382,0.474849095,0.266599598,0.136820926,12,10,0.355,0.312,0.1,0.065,0.256,0.34,14,,16.44,3270,2370,a
3627,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.439,0.101,0.233,0.065,0.476,0.246,0.128,0.269,0.187,0.493,0.006,0.012,0.231231231,0.392392392,0.232232232,0.144144144,13,10,0.336,0.238,0.113,0.096,0.173,0.301,11,6.6,17.82,1889,2269,b
3628,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.51,0.064,0.123,0.031,0.507,0.212,0.139,0.04,0.061,0.854,0,0.024,0.08989899,0.286868687,0.339393939,0.283838384,11,9,0.272,0.184,0.104,0.069,0.213,0.226,11,1.9,8.32,2509,1890,b
3630,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.502,0.056,0.2,0.081,0.504,0.242,0.163,0.014,0.003,0.958,0.004,0.008,0.119312437,0.428715875,0.273003033,0.178968655,10,10,0.332,0.304,0.123,0.045,,0.266,14,,27.86,,7510,b
3632,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Recreation,0.438,0.077,0.284,0.116,0.504,0.283,0.124,0.455,0.059,0.389,0.013,0.08,0.200201207,0.26056338,0.329979879,0.209255533,13,6,0.267,0.147,0.098,0.073,0.169,0.2,9,5.13,12.75,2160,2500,b
3635,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Federal/State government-dependent,0.511,0.051,0.167,0.072,0.499,0.162,0.123,0.076,0.003,0.833,0.013,0.057,0.056112224,0.146292585,0.270541082,0.527054108,8,6,0.227,0.11,0.067,0.055,0.139,0.144,9,,8.08,1720,810,b
3636,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Federal/State government-dependent,0.496,0.093,0.255,0.1,0.495,0.196,0.216,0.808,0,0.176,0.032,0.003,0.161257606,0.355983773,0.339756592,0.143002028,10,9,0.235,0.17,0.094,0.098,0.127,0.228,10,,,4699,,a
3637,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.52,0.059,0.19,0.068,0.5,0.239,0.172,0.022,0.021,0.938,0.003,0.002,0.108267717,0.421259843,0.282480315,0.187992126,12,11,0.308,0.238,0.099,0.066,0.176,0.268,9,,23.61,3379,3320,b
3639,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Nonspecialized,0.393,0.071,0.263,0.06,0.517,0.221,0.199,0.016,0.405,0.553,0,0.007,0.228915663,0.418674699,0.262048193,0.090361446,13,15,0.345,0.359,0.142,0.122,,0.342,12,,49.2,3950,2690,b
3640,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Manufacturing-dependent,0.341,0.109,0.213,0.057,0.509,0.227,0.186,0.018,0.065,0.918,0.007,0,0.197802198,0.451548452,0.235764236,0.114885115,10,13,0.346,0.269,0.121,0.088,,0.331,13,6.27,42.63,2200,2369,b
3645,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Nonspecialized,0.417,0.079,0.283,0.069,0.525,0.259,0.141,0.015,0.356,0.607,0.003,0,0.214428858,0.403807615,0.231462926,0.150300601,12,11,0.392,0.181,0.124,0.126,,0.346,12,,22.71,2309,1390,a
3646,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.492,0.021,0.137,0.081,0.494,0.178,0.292,0.003,0.009,0.979,0.004,0,0.115577889,0.376884422,0.322613065,0.184924623,10,16,0.309,0.158,0.111,0.1,0.183,0.282,10,,,2289,,a
3650,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Noncore adjacent to a large metro area,Nonspecialized,0.474,0.073,0.171,0.076,0.511,0.253,0.163,0.017,0.001,0.966,0.005,0.011,0.128358209,0.449751244,0.253731343,0.168159204,11,11,0.322,0.266,0.09,0.064,0.239,0.292,14,,9.06,9670,9580,b
3651,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.468,0.051,0.245,0.113,0.515,0.178,0.227,0.116,0.092,0.736,0.009,0.015,0.113095238,0.344246032,0.324404762,0.218253968,9,14,0.269,0.226,0.136,0.084,0.165,0.268,11,5.5,18.24,2249,1510,a
